collection_id,plante_sc,Famille,Genre,Espece,plante_fr,plante_precision,plante_inconnue,plante_caractere,photo_fleur,photo_plante,photo_feuille
11,Plante inconnue,Fabaceae,Trifolium,Trifolium pratense,,Mahonia faux-houx (Berberis aquifolium),0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1546593546354.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1546593546354.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1546593546354.jpg
14,Plante inconnue,Acanthaceae,Acanthus,Acanthus spinosus,,,0.0,spontanée,https://spgp-api.65mo.fr/api/containers/spgp/download/1546962826333.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1546962826333.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1546962826333.jpg
25,Plante inconnue,Orchidaceae,Himantoglossum,Himantoglossum hircinum,,Camélia du Japon (Camellia japonica),0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1547541246980.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1547541246980.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1547541246980.jpg
32,Plante inconnue,Theaceae,Camellia,Camellia sasanqua,,Jasmin d'hiver (Jasminum nudiflorum),0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1547830837002.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1547830837002.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1547830837002.jpg
62,Plante inconnue,Asteraceae,Bellis,Bellis sylvestris,,polygala myrtifolia,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1549486751543.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1549486751543.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1549486751543.jpg
66,Plante inconnue,Ericaceae,Erica,Erica carnea,,Alysson maritime,0.0,spontanée,https://spgp-api.65mo.fr/api/containers/spgp/download/1549604793592.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1549604793592.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1549604793592.jpg
71,Plante inconnue,Fabaceae,Ulex,Ulex europaeus,,Aster,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1549646416406.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1549646416406.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1549646416406.jpg
75,Plante inconnue,Asteraceae,Taraxacum,Taraxacum officinale,,Petunia,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1549818875471.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1549818875471.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1549818875471.jpg
77,Plante inconnue,Brassicaceae,Erucastrum,Erucastrum nasturtiifolium,,prunus dulcis,0.0,ne se prononce pas,https://spgp-api.65mo.fr/api/containers/spgp/download/1549874667232.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1549874667232.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1549874667232.jpg
84,Plante inconnue,Asteraceae,Senecio,Senecio inaequidens,,Camelia du Japon (Camellia japonica),0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1549965282694.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1549965282694.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1549965282694.jpg
86,Plante inconnue,Adoxaceae,Viburnum,Viburnum tinus,,arbousier,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1550002283766.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550002283766.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550002283766.jpg
87,Plante inconnue,Lamiaceae,Rosmarinus,Rosmarinus officinalis,,Chimonanthus praecox,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1550008168832.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550008168832.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550008168832.jpg
89,Plante inconnue,Rosaceae,Prunus,Prunus spinosa,,jasmin d'hiver,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1550051000968.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550051000968.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550051000968.jpg
90,Plante inconnue,Ericaceae,Erica,Erica x darleyensis,,Perceneige (Galanthus nivalis),0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1550053794436.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550053794436.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550053794436.jpg
91,Plante inconnue,Asteraceae,Senecio,Senecio vulgaris,,Cognassier du Japon (Chaenomeles japonica),0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1550054717145.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550054717145.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550054717145.jpg
97,Plante inconnue,Oxalidaceae,Oxalis,Oxalis pes-caprae,,néflier,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1550085323780.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550085323780.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550085323780.jpg
98,Plante inconnue,Asteraceae,Calendula,Calendula arvensis,,Jasmin d'hiver,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1550092884650.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550092884650.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550092884650.jpg
104,Plante inconnue,Euphorbiaceae,Euphorbia,Euphorbia helioscopia,,Buis des Baléares (Buxus balearica),0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1550133882666.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550133882666.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550133882666.jpg
105,Plante inconnue,Euphorbiaceae,Euphorbia,Euphorbia characias,,Petasites pyrenaicus,0.0,spontanée,https://spgp-api.65mo.fr/api/containers/spgp/download/1550147525765.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550147525765.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550147525765.jpg
107,Plante inconnue,Caprifoliaceae,Lonicera,Lonicera fragrantissima,,mahonia,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1550158598245.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550158598245.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550158598245.jpg
115,Plante inconnue,Plantaginaceae,Veronica,Veronica persica,,Hellebore,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1550238435016.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550238435016.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550238435016.jpg
117,Plante inconnue,Ranunculaceae,Ficaria,Ficaria verna,,,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1550248205773.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550248205773.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550248205773.jpg
123,Plante inconnue,Asteraceae,Tussilago,Tussilago farfara,,Jasmin d'hiver,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1550314797018.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550314797018.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550314797018.jpg
124,Plante inconnue,Violaceae,Viola,Viola x wittrockiana,,Mahonia Charity,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1550329418250.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550329418250.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550329418250.jpg
125,Plante inconnue,Betulaceae,Corylus,Corylus avellana,,mahonia,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1550333215613.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550333215613.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550333215613.jpg
131,Plante inconnue,Ranunculaceae,Helleborus,Helleborus foetidus,,fraisier sauvage,0.0,spontanée,https://spgp-api.65mo.fr/api/containers/spgp/download/1550349761932.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550349761932.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550349761932.jpg
144,Plante inconnue,Brassicaceae,Diplotaxis,Diplotaxis erucoides,,Jasmin d'hiver (Jasminum nudiflorum),0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1550422141835.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550422141835.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550422141835.jpg
157,Plante inconnue,Iridaceae,Crocus,Crocus vernus,,Jasmin d hiver,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1550485668892.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550485668892.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550485668892.jpg
166,Plante inconnue,Saxifragaceae,Bergenia,Bergenia cordifolia,,Perce-neige,0.0,spontanée,https://spgp-api.65mo.fr/api/containers/spgp/download/1550565792195.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550565792195.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550565792195.jpg
170,Plante inconnue,Ranunculaceae,Helleborus,Helleborus foetidus,,Achillée millefeuille (Achillea millefolium),0.0,spontanée,https://spgp-api.65mo.fr/api/containers/spgp/download/1550581171300.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550581171300.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550581171300.jpg
177,Plante inconnue,Fabaceae,Acacia,Acacia saligna,,,0.0,spontanée,https://spgp-api.65mo.fr/api/containers/spgp/download/1550596140258.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550596140258.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550596140258.jpg
178,Plante inconnue,Cornaceae,Cornus,Cornus mas,,Jasmin d'hiver,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1550596312720.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550596312720.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550596312720.jpg
179,Plante inconnue,Papaveraceae,Fumaria,Fumaria gaillardotii,,Mahonia,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1550596902273.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550596902273.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550596902273.jpg
184,Plante inconnue,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus,,mahonia,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1550674120742.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550674120742.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550674120742.jpg
187,Plante inconnue,Lamiaceae,Lamium,Lamium hybridum,,jasmin d'hiver,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1550678771611.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550678771611.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550678771611.jpg
200,Plante inconnue,Fabaceae,Medicago,Medicago lupulina,,Jasmin jaune d'hiver,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1550768827157.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550768827157.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550768827157.jpg
204,Plante inconnue,Primulaceae,Primula,Primula vulgaris,,Mahonia sp.,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1550782521158.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550782521158.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550782521158.jpg
205,Plante inconnue,Lamiaceae,Lamium,Lamium hybridum,,He?liotrope d'hiver (Pe?tasite fragans),0.0,spontanée,https://spgp-api.65mo.fr/api/containers/spgp/download/1550824890107.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550824890107.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550824890107.jpg
215,,Rosaceae,Prunus,Prunus armeniaca,,,1.0,spontanée,https://spgp-api.65mo.fr/api/containers/spgp/download/1550955106190.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550955106190.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550955106190.jpg
216,,Asteraceae,Petasites,Petasites hybridus,,,1.0,spontanée,https://spgp-api.65mo.fr/api/containers/spgp/download/1550956177121.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550956177121.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1550956177121.jpg
223,Plante inconnue,Asparagaceae,Muscari,Muscari neglectum,,jasmin d'hiver,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1551048992508.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551048992508.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551048992508.jpg
224,Plante inconnue,Rosaceae,Prunus,Prunus spinosa,,perce neige,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1551023442919.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551023442919.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551023442919.jpg
226,Plante inconnue,Salicaceae,Salix,Salix caprea,,jasminum nudiflorum,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1551025817017.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551025817017.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551025817017.jpg
227,Plante inconnue,Violaceae,Viola,Viola hirta,,eleagnus,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1551029898819.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551029898819.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551029898819.jpg
239,Plante inconnue,Adoxaceae,Viburnum,Viburnum tinus,,Souci officinal (Calendula officinalis),0.0,spontanée,https://spgp-api.65mo.fr/api/containers/spgp/download/1551085115681.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551085115681.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551085115681.jpg
240,Plante inconnue,Plantaginaceae,Cymbalaria,Cymbalaria muralis,,cognassier du japon,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1551090491089.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551090491089.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551090491089.jpg
242,Plante inconnue,Ericaceae,Erica,Erica erigena,,jasmin d'hiver,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1551095382038.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551095382038.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551095382038.jpg
248,Plante inconnue,Rosaceae,Spiraea,Spiraea thunbergi,,arbousier,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1551112491666.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551112491666.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551112491666.jpg
252,Plante inconnue,Ranunculaceae,Anemone,Anemone nemorosa,,jasmin d'hiver,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1551127483703.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551127483703.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551127483703.jpg
253,Plante inconnue,Primulaceae,Primula,Primula vulgaris,,chimonanthe,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1551131730671.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551131730671.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551131730671.jpg
259,Plante inconnue,Asteraceae,Leucanthemum,Leucanthemum paludosum,,jasmin d'hiver,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1551174817324.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551174817324.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551174817324.jpg
268,Plante inconnue,Primulaceae,Primula,Primula vulgaris,,scilla bifolia,0.0,spontanée,https://spgp-api.65mo.fr/api/containers/spgp/download/1551200453655.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551200453655.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551200453655.jpg
269,Plante inconnue,Ranunculaceae,Eranthis,Eranthis hyemalis,,potentille faux fraisier,0.0,spontanée,https://spgp-api.65mo.fr/api/containers/spgp/download/1551205063232.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551205063232.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551205063232.jpg
272,Plante inconnue,Salicaceae,Salix,Salix atrocinerea,,jasmin d'hiver,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1551264777549.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551264777549.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551264777549.jpg
273,Plante inconnue,Adoxaceae,Viburnum,Viburnum tinus,,violette violette,0.0,spontanée,https://spgp-api.65mo.fr/api/containers/spgp/download/1551296293304.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551296293304.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551296293304.jpg
279,,Apocynaceae,Vinca,Vinca minor,,,1.0,spontanée,https://spgp-api.65mo.fr/api/containers/spgp/download/1551356472279.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551356472279.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551356472279.jpg
282,Plante inconnue,Asteraceae,Cyanus,Cyanus montanus,,Violette odorante (Viola odorata L.,0.0,spontanée,https://spgp-api.65mo.fr/api/containers/spgp/download/1551371526690.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551371526690.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551371526690.jpg
294,Plante inconnue,Apiaceae,Foeniculum,Foeniculum vulgare,,Cornus mas L.,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1551473753216.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551473753216.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551473753216.jpg
298,Plante inconnue,Oleaceae,Forsythia,Forsythia viridissima,,Magnolia,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1551516602384.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551516602384.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551516602384.jpg
302,Plante inconnue,Asparagaceae,Hyacinthus,Hyacinthus orientalis,,Andromède - Pieris Japonica,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1551525593118.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551525593118.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551525593118.jpg
304,Plante inconnue,Lamiaceae,Lavandula,Lavandula angustifolia,,Magnolia étoilé (Magnolia stellata),0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1551526239446.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551526239446.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551526239446.jpg
307,Plante inconnue,Ranunculaceae,Ficaria,Ficaria verna,,Cornouiller mâle (Cornus mas),0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1551527933479.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551527933479.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551527933479.jpg
317,Plante inconnue,Plantaginaceae,Veronica,Veronica persica,,Aeonium undulatum,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1551605381165.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551605381165.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551605381165.jpg
332,Plante inconnue,Rosaceae,Pyrus,Pyrus calleryana,,Chèvrefeuille d'hiver (fragrantissima),0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1551634235487.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551634235487.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551634235487.jpg
338,Plante inconnue,Rosaceae,Prunus,Prunus persica,,,0.0,spontanée,https://spgp-api.65mo.fr/api/containers/spgp/download/1551677493761.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551677493761.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551677493761.jpg
343,Plante inconnue,Lamiaceae,Rosmarinus,Rosmarinus officinalis,,jasmin d'hiver,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1551708214840.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551708214840.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551708214840.jpg
353,Plante inconnue,Ranunculaceae,Clematis,Clematis recta,,Jasmin d'hiver,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1551792986361.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551792986361.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551792986361.jpg
354,Plante inconnue,Brassicaceae,Brassica,Brassica rapa,,scilla bifolia,0.0,spontanée,https://spgp-api.65mo.fr/api/containers/spgp/download/1551794572164.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551794572164.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551794572164.jpg
356,Plante inconnue,Rosaceae,Prunus,Prunus spinosa,,Aubrieta Sp.,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1551804225580.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551804225580.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551804225580.jpg
360,Plante inconnue,Iridaceae,Iris,Iris lutescens,,Mahonia faux-houx (Berberis aquifolium),0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1551860274194.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551860274194.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551860274194.jpg
366,Plante inconnue,Xanthorrhoeaceae,Asphodelus,Asphodelus albus,,Cornouiller,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1551891455379.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551891455379.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1551891455379.jpg
411,Plante inconnue,Rosaceae,Potentilla,Potentilla crantzii,,perce-neige,0.0,spontanée,https://spgp-api.65mo.fr/api/containers/spgp/download/1552248741513.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1552248741513.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1552248741513.jpg
418,Plante inconnue,Brassicaceae,Cardamine,Cardamine pratensis,,gui,0.0,spontanée,https://spgp-api.65mo.fr/api/containers/spgp/download/1552328385458.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1552328385458.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1552328385458.jpg
421,,Asteraceae,Taraxacum,Taraxacum taraxacoides,,,1.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1552380989996.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1552380989996.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1552380989996.jpg
436,Plante inconnue,Rosaceae,Chaenomeles,Chaenomeles speciosa,,Maceron,0.0,spontanée,https://spgp-api.65mo.fr/api/containers/spgp/download/1552456138318.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1552456138318.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1552456138318.jpg
443,Plante inconnue,Adoxaceae,Viburnum,Viburnum tinus,,Arragone (Hesperis matronalis),0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1552468920067.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1552468920067.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1552468920067.jpg
446,Plante inconnue,Fabaceae,Medicago,Medicago arborea,,Diplotaxis erucoides,0.0,spontanée,https://spgp-api.65mo.fr/api/containers/spgp/download/1552475447401.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1552475447401.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1552475447401.jpg
452,Plante inconnue,Geraniaceae,Geranium,Geranium macrorrhizum,,Piéride du Japon (Pieris japonica),0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1552492852906.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1552492852906.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1552492852906.jpg
453,Plante inconnue,Salicaceae,Salix,Salix babylonica,,Nonnée (Nonea lutea),0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1552493866140.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1552493866140.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1552493866140.jpg
457,Plante inconnue,Papaveraceae,Corydalis,Corydalis cava,,Pulmonaire saupoudrée (Pulmonaria saccharata),0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1552639267860.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1552639267860.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1552639267860.jpg
461,Plante inconnue,Asparagaceae,Muscari,Muscari botryoides,,Fausse Roquette à feuilles de Cresson (Eruca vesicaria),0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1552644878829.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1552644878829.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1552644878829.jpg
462,Plante inconnue,Brassicaceae,Lunaria,Lunaria annua,,Bunias fausse-roquette (Bunias erucago),0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1552645608593.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1552645608593.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1552645608593.jpg
465,Plante inconnue,Papaveraceae,Corydalis,Corydalis solida,,Mahonia faux-houx (Berberis aquifolium),0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1552657174741.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1552657174741.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1552657174741.jpg
472,Plante inconnue,Rosaceae,Prunus,Prunus mahaleb,,laurier-tin,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1552684078050.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1552684078050.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1552684078050.jpg
486,Plante inconnue,Rosaceae,Potentilla,Potentilla tabernaemontani,,Chaenomeles japonica,0.0,plantée,https://spgp-api.65mo.fr/api/containers/spgp/download/1552770472756.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1552770472756.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1552770472756.jpg
491,Plante inconnue,Lamiaceae,Lamium,Lamium album,,Tussilago farfara,0.0,spontanée,https://spgp-api.65mo.fr/api/containers/spgp/download/1552810803410.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1552810803410.jpg,https://spgp-api.65mo.fr/api/containers/spgp/download/1552810803410.jpg
