"longitude","latitude","collection_id"
-68.255413888889,-54.778425,"42"
-13.483711111111,29.195566666667,"53"
-13.547258333333,29.002691666667,"54"
-13.547277777778,29.003094444444,"58"
-13.439261111111,29.160452777778,"67"
-13.439147222222,29.160966666667,"68"
-13.476644444444,29.0803472222219,"69"
-13.6969,28.946786111111,"78"
-13.692447222222,28.992005555556,"79"
-13.696922222222,28.946791666667,"81"
-13.609372222222,28.950708333333,"83"
144.62651388889,82.929741666667,"450"
6.23997777777779,52.188405555556,"802"
16.91045,13.849477777778,"808"
-85.811719444444,89.258811111111,"961"
-61.472096,16.3763239999999,"1 186"
-13.476388888889,29.080569444444,"1 535"
-13.481077777778,29.213327777778,"1 538"
-13.480952777778,29.21335,"1 539"
-38.856152777778,-36.199055555556,"1 868"
22.205858333333,57.871063888889,"1 920"
18.1960604187613,42.6419697637952,"3 376"
16.802950501442,42.967359565549,"3 383"
25.2902138852616,54.6859016462605,"4 876"
25.3108444,54.6981861,"4 905"
-5.9900959207226,37.3827833899945,"5 372"
-6.00255846977234,37.3875066805218,"5 397"
-6.00823938846588,37.3979421527636,"5 487"
120.272552441382,22.9047263461924,"5 561"
-61.175391666667,14.873236111111,"7 326"
-60.875961111111,14.399025,"7 327"
-83.713272,22.613803,"7 330"
-61.092280555556,14.6710249999999,"7 332"
-61.092394444444,14.671019444444,"7 333"
-61.0915666666669,14.671919444444,"7 334"
-60.882141666667,14.765672222222,"7 335"
-61.17565,14.731538888889,"7 337"
-61.164175,14.726961111111,"7 339"
-61.161716666667,14.727097222222,"7 340"
-61.180033333333,14.728780555556,"7 341"
-61.176347222222,14.742622222222,"7 343"
-6.265025,53.316880555556,"8 080"
-6.2581777777778,53.330958333333,"8 082"
-6.2608444444444,53.339105555556,"8 090"
-6.2542888888889,53.326813888889,"8 100"
-6.2640361111111,53.35375,"8 101"
-6.2601944444444,53.318372222222,"8 130"
-116.03289166667,89.461894444444,"8 477"
14.809497222222,66.297355555556,"11 481"
19.173633333333,48.45375,"11 894"
-61.799425,16.299661111111,"12 342"
-61.7993,16.299727777778,"12 343"
-61.289213888889,16.0022722222219,"12 350"
-61.289255555556,16.002136111111,"12 351"
-61.289233333333,16.002036111111,"12 352"
-61.196275,15.932544444444,"12 353"
-61.798083333333,16.299844444444,"12 387"
-61.664825,16.0394499999999,"12 388"
-61.289283333333,16.001663888889,"12 403"
-61.30535,15.981861111111,"12 404"
-61.288997222222,16.002391666667,"12 405"
-61.334327777778,15.925705555556,"12 406"
-61.334325,15.925705555556,"12 407"
-61.174230555556,16.244933333333,"12 417"
-61.17505,16.245636111111,"12 418"
-3.8559138888889,38.863672222222,"12 527"
-1.9144138888889,37.246344444444,"15 555"
-1.9159305555556,37.248491666667,"15 561"
-0.13395277777778,51.501325,"16 574"
-0.13388611111111,51.501391666667,"16 575"
-0.15487777777778,51.527305555556,"16 577"
14.509275,35.893697222222,"17 680"
14.542369444444,35.837075,"17 681"
14.542433333333,35.837802777778,"17 682"
14.419141666667,35.88905,"17 683"
14.419141666667,35.88905,"17 684"
14.239,36.0468777777779,"17 685"
14.239561111111,36.047205555556,"17 686"
14.195127777778,36.060202777778,"17 687"
14.520597222222,35.883052777778,"17 688"
4.7653972222222,33.952883333333,"18 517"
-4.3649305555556,36.723380555556,"18 759"
-2.741375,34.728577777778,"18 774"
-15.586447222222,27.759319444444,"19 290"
-15.512666666667,27.935855555556,"19 540"
-75.692155555556,45.444525,"20 909"
-72.625727777778,46.616841666667,"20 911"
48.490955555556,48.485738888889,"21 020"
-3.5871333333333,37.176569444444,"22 829"
-3.585475,37.177236111111,"22 830"
-5.0236805555556,37.807636111111,"22 831"
-4.551525,37.439194444444,"22 832"
2.164642,2.16179599999998,"24 067"
12.965225,40.641119444444,"24 376"
-4.8510027777778,56.814244444444,"24 378"
141.55034166667,-66.345727777778,"26 030"
-52.12695,70.6745833333329,"31 512"
-6.8542138888889,33.856213888889,"35 647"
-1.93359444444,54.1624333333,"41 638"
71.71875,65.658275,"41 860"
11.2390138889,40.0276138889,"42 716"
45.7333,1.73333000000001,"42 976"
-84.667907950896,10.4417515596606,"43 902"
-84.6679133176804,10.4417278195431,"43 903"
-84.7563081979752,10.4844491799454,"43 929"
-84.7559594989717,10.4844940162138,"43 930"
-83.73378,9.19403,"43 997"
-84.136480538854,9.38523882701882,"43 999"
-83.5486543178558,10.04718909537,"44 026"
-82.6628279685974,9.6282001987083,"44 041"
0.700589042029902,42.1051956537786,"44 455"
8.00242459784663,53.9997983844452,"46 493"
-61.064888,14.650948,"46 908"
10.425038027078,51.7076146470004,"51 747"
-5.24700535722946,36.5427239833112,"55 236"
-61.4022660255432,16.4322845457995,"56 028"
-61.4548342609624,16.4594124269752,"58 298"
-61.4547358060427,16.4593538948897,"58 305"
-20.2679438930283,63.4474399494562,"59 420"
-18.0112817962456,66.5406107598551,"59 727"
-0.381266,39.391712,"62 162"
50.6718,4.6202,"63 459"
50.6718,4.6202,"63 525"
-1.71524047851563,37.2991828608248,"67 056"
10.6639356992018,45.7071382985358,"67 313"
10.7418016110424,45.8187687833452,"67 333"
11.4708635,47.0967243,"67 353"
11.3235611987083,47.0238366378025,"67 354"
11.3053683121493,47.0127874747459,"67 378"
11.3303888,47.0272598,"67 428"
13.8756294274889,47.6288583721572,"67 451"
13.7855902626873,47.6647524961576,"67 455"
13.7507784015929,47.6220571272475,"67 471"
13.7882111017411,47.6460582699006,"67 473"
11.289038553624,47.8721024078205,"67 543"
-0.354028811194491,39.4550079281883,"68 304"
0.0744379856805289,38.6330441569195,"68 320"
-0.692545046546054,38.2631374556897,"68 334"
-1.73051277649737,37.2854352147273,"68 352"
11.244505,43.761417,"69 188"
11.251668,43.762467,"69 192"
11.265435,43.760791,"69 229"
11.264399,43.762235,"69 242"
11.264423,43.762263,"69 264"
11.228594,43.820389,"69 287"
11.229449,43.82082,"69 300"
15.00360413,37.63060103,"70 063"
45.0892260402561,-12.9167455716037,"72 867"
2.16276757189266,41.3682120072031,"73 918"
2.14979863415402,41.3978443004257,"73 942"
45.0842304114476,-12.9190442611196,"74 243"
45.1368037556064,-12.83204351098,"75 039"
