insecte_fr,longitude,latitude,annee_collection
Le Frelon asiatique,48.84137783881714,2.3585160634669404,2019
Le Frelon asiatique,43.13909745526544,5.766491889953614,2019
Le Frelon asiatique,48.869500577938155,2.4796576663645014,2019
Le Frelon asiatique,48.86964313262705,2.479550965662987,2019
Le Frelon asiatique,48.86875207082903,2.479558107515936,2019
Le Frelon européen,44.339461657459225,2.031202013339972,2019
Le Frelon asiatique,48.213080555556,-1.695225,2018
Le Frelon européen,46.258352777778,5.6214861111111,2018
Le Frelon européen,46.167033333333,5.3605611111111,2018
Le Frelon européen,48.011733333333,3.4574333333333,2018
Le Frelon européen,45.014175,1.0125055555556,2018
Le Frelon européen,48.498247222222,2.6638527777778,2018
Le Frelon européen,44.951463888889,1.1174194444444,2018
Le Frelon asiatique,47.2698,2.4171638888889,2018
Le Frelon asiatique,47.247227777778,2.3668694444444,2018
Le Frelon européen,47.261341666667,2.2736138888889,2018
Le Frelon asiatique,49.005380555556,1.9378055555556,2018
Le Frelon asiatique,44.809188888889,-0.25252777777778,2018
Le Frelon européen,45.057066666667,4.5113555555556,2018
Le Frelon asiatique,48.183044444444,-1.63905,2018
Le Frelon asiatique,44.985161111111,1.0514055555556,2018
Le Frelon asiatique,48.098947222222,-1.6487222222222,2018
Le Frelon asiatique,44.7834,2.0809972222222,2018
Le Frelon européen,48.134102777778,-1.6966138888889,2018
Le Frelon asiatique,43.574836111111,3.8174416666667,2018
Le Frelon européen,46.081405555556,6.1017111111111,2018
Le Frelon asiatique,43.584680555556,3.8297194444444,2018
Le Frelon asiatique,48.920883333333,2.3429527777778,2018
Le Frelon asiatique,48.214894444444,-1.6933361111111,2018
Le Frelon européen,48.214894444444,-1.6933361111111,2018
Le Frelon européen,48.538058333333,2.7502694444444,2018
Le Frelon asiatique,45.001980555556,1.0243,2018
Le Frelon européen,45.391061111111,5.1509916666667,2018
Le Frelon asiatique,44.907791666667,0.968644444444436,2018
Le Frelon asiatique,44.907791666667,0.968644444444436,2018
Le Frelon européen,46.082291666667,6.1018638888889,2018
Le Frelon européen,48.538772222222,2.7548944444444,2018
Le Frelon asiatique,43.138908333333,5.7662527777778,2018
Le Frelon européen,48.424675,2.7604055555556,2018
Le Frelon européen,46.233752777778,6.0035027777778,2018
Le Frelon européen,44.711466666667,4.5678,2018
Le Frelon européen,44.985005555556,1.0501333333333,2018
Le Frelon asiatique,44.985005555556,1.0501333333333,2018
Le Frelon asiatique,48.846886111111,2.1097472222222,2018
Le Frelon européen,48.846858333333,2.1100222222222,2018
Le Frelon européen,44.652175,4.7762555555556,2018
Le Frelon asiatique,45.001697222222,1.0249083333333,2018
Le Frelon européen,49.284947222222,-0.19958333333333,2018
Le Frelon européen,44.000927777778,4.4192305555556,2018
Le Frelon européen,48.412638888889,2.7599722222222,2018
Le Frelon asiatique,45.001680555556,1.0247527777778,2018
Le Frelon européen,47.983366666667,-1.8839138888889,2018
Le Frelon européen,44.187583333333,3.9344361111111,2018
Le Frelon asiatique,44.187583333333,3.9344361111111,2018
Le Frelon asiatique,44.945130555556,1.0854388888889,2018
Le Frelon asiatique,48.865361111111,2.1008611111111,2018
Le Frelon européen,47.620294444444,7.5398305555556,2018
Le Frelon asiatique,48.854436111111,2.0837055555556,2018
Le Frelon européen,44.031205555556,4.4547361111111,2018
Le Frelon européen,45.735858333333,5.0137444444444,2018
Le Frelon européen,46.138466666667,6.1457472222222,2018
Le Frelon asiatique,48.702883333333,-1.8545055555556,2018
Le Frelon asiatique,48.886598,2.331395,2018
Le Frelon asiatique,48.124772222222,-1.6701555555556,2018
Le Frelon asiatique,48.881994444444,2.1105916666667,2018
Le Frelon européen,47.629997222222,7.5317361111111,2018
Le Frelon européen,48.818441666667,2.0810722222222,2018
Le Frelon européen,47.314041666667,5.8742888888889,2018
Le Frelon européen,44.713805555556,4.5698277777778,2018
Le Frelon asiatique,42.835766666667,0.31216666666667,2018
Le Frelon asiatique,48.839438888889,2.3182944444444,2018
Le Frelon européen,46.144925,6.0809666666667,2018
Le Frelon européen,48.184880555556,-1.6371861111111,2018
Le Frelon asiatique,48.862516666667,2.0986416666667,2018
Le Frelon asiatique,43.575866666667,3.8182888888889,2018
Le Frelon asiatique,43.138986111111,5.7682027777778,2018
Le Frelon européen,49.018497222222,1.887225,2018
Le Frelon asiatique,49.018497222222,1.887225,2018
Le Frelon européen,46.135108333333,6.1298138888889,2018
Le Frelon européen,44.999502777778,1.0297527777778,2018
Le Frelon asiatique,44.999502777778,1.0297527777778,2018
Le Frelon asiatique,44.729597222222,4.5915388888889,2018
Le Frelon européen,47.30935,5.8921638888889,2018
Le Frelon asiatique,48.985022222222,2.3548555555556,2018
Le Frelon asiatique,45.056213888889,4.5055944444444,2018
Le Frelon européen,45.056213888889,4.5055944444444,2018
Le Frelon européen,44.711419444444,4.5676111111111,2018
Le Frelon asiatique,44.711419444444,4.5676111111111,2018
Le Frelon asiatique,48.874686111111,2.0925361111111,2018
Le Frelon asiatique,44.998208333333,1.0204638888889,2018
Le Frelon européen,44.998208333333,1.0204638888889,2018
Le Frelon asiatique,44.7116,4.567475,2018
Le Frelon européen,44.7116,4.567475,2018
Le Frelon asiatique,49.020627777778,1.8973805555556,2018
Le Frelon asiatique,48.886458,2.331549,2018
Le Frelon européen,45.001875,1.0250138888889,2018
Le Frelon asiatique,45.001875,1.0250138888889,2018
Le Frelon européen,46.192291666667,5.357125,2018
Le Frelon asiatique,49.012583333333,1.9040166666667,2018
Le Frelon européen,44.907777777778,0.968752777777782,2018
Le Frelon asiatique,48.183491666667,-1.6479333333333,2018
Le Frelon européen,48.183491666667,-1.6479333333333,2018
Le Frelon européen,45.388591666667,5.1666861111111,2018
Le Frelon asiatique,44.440919444444,3.9311166666667,2018
Le Frelon européen,48.429322222222,2.7584277777778,2018
Le Frelon européen,46.142780555556,6.0626638888889,2018
Le Frelon asiatique,45.056213888889,4.5055944444444,2018
Le Frelon européen,45.056213888889,4.5055944444444,2018
Le Frelon asiatique,43.366972222222,-1.7711444444444,2018
Le Frelon européen,46.206886111111,5.2196138888889,2018
Le Frelon asiatique,48.86165,2.0964638888889,2018
Le Frelon européen,48.86165,2.0964638888889,2018
Le Frelon européen,46.192191666667,5.3635861111111,2018
Le Frelon européen,46.211675,5.2279388888889,2018
Le Frelon européen,46.199622222222,5.2352611111111,2018
Le Frelon européen,45.385055555556,5.1593861111111,2018
Le Frelon asiatique,45.868113888889,-1.0709777777778,2018
Le Frelon asiatique,48.874825,2.0925361111111,2018
Le Frelon européen,48.874825,2.0925361111111,2018
Le Frelon asiatique,48.778572,-3.050578,2018
Le Frelon asiatique,43.378466666667,-1.7514555555556,2018
Le Frelon asiatique,43.377491666667,-1.7555277777778,2018
Le Frelon asiatique,43.364636111111,-1.7704,2018
Le Frelon européen,44.350705555556,2.0542111111111,2018
Le Frelon européen,44.809441666667,-0.25297222222222,2018
Le Frelon asiatique,44.809441666667,-0.25297222222222,2018
Le Frelon asiatique,48.211419444444,-1.7033388888889,2018
Le Frelon asiatique,49.209027777778,0.57239444444444,2018
Le Frelon asiatique,44.187788888889,3.9341472222222,2018
Le Frelon asiatique,44.187927,3.933848,2018
Le Frelon asiatique,48.876636111111,2.0965472222222,2018
Le Frelon asiatique,50.730391666667,1.6074805555556,2018
Le Frelon asiatique,43.370172222222,-1.7777944444444,2018
Le Frelon asiatique,45.001966666667,1.0252277777778,2018
Le Frelon asiatique,43.10793035582643,5.950173215751394,2018
Le Frelon asiatique,48.87675,2.0964833333333,2018
Le Frelon européen,44.312666666667,2.0447888888889,2018
Le Frelon asiatique,43.542258333333,1.4599527777778,2018
Le Frelon asiatique,44.426425,5.7157527777778,2018
Le Frelon asiatique,43.370288888889,-1.7848666666667,2018
Le Frelon européen,47.875233333333,3.0470777777778,2018
Le Frelon européen,47.875425,3.0463888888889,2018
Le Frelon asiatique,43.13915,5.7668,2018
Le Frelon asiatique,48.869847222222,2.4795861111111,2018
Le Frelon asiatique,43.139044444444,5.7682083333333,2018
Le Frelon asiatique,43.139044444444,5.7682083333333,2018
Le Frelon européen,43.139044444444,5.7682083333333,2018
Le Frelon asiatique,48.867136111111,2.4530888888889,2018
Le Frelon asiatique,43.139005555556,5.7657583333333,2018
Le Frelon européen,43.139005555556,5.7657583333333,2018
Le Frelon asiatique,48.868813888889,2.4796055555556,2018
Le Frelon asiatique,48.054919444444,-0.81368333333333,2018
Le Frelon asiatique,43.138994444444,5.7682,2018
Le Frelon asiatique,44.553275,1.9090805555556,2018
Le Frelon européen,44.549744444444,1.9199055555556,2018
Le Frelon asiatique,44.615077777778,2.0445194444444,2018
Le Frelon asiatique,44.615586111111,2.0446805555556,2018
Le Frelon européen,44.615586111111,2.0446805555556,2018
Le Frelon européen,44.422361111111,5.7145194444444,2018
Le Frelon européen,43.278619444444,5.9094055555556,2018
Le Frelon asiatique,43.146694444444,5.9010861111111,2018
Le Frelon européen,43.138941666667,5.7709777777778,2018
Le Frelon asiatique,43.138941666667,5.7709777777778,2018
Le Frelon asiatique,48.247941666667,-1.6675083333333,2017
Le Frelon européen,44.022197222222,4.4001361111111,2017
Le Frelon asiatique,47.478541666667,-2.1616805555556,2017
Le Frelon asiatique,44.825997222222,4.6854388888889,2017
Le Frelon européen,44.707872222222,4.6585277777778,2017
Le Frelon européen,46.143486111111,6.08142222222219,2017
Le Frelon asiatique,43.33065,-1.5995888888889,2017
Le Frelon asiatique,43.343805555556,-1.4337416666667,2017
Le Frelon européen,43.549611111111,5.4507722222222,2017
Le Frelon européen,43.548344444444,5.4506638888889,2017
Le Frelon européen,48.145533333333,-1.6292027777778,2017
Le Frelon européen,44.950630555556,1.1175805555556,2017
Le Frelon européen,44.232806,3.850449,2017
Le Frelon asiatique,44.945711111111,1.0861527777778,2017
Le Frelon européen,44.964866666667,0.987994444444438,2017
Le Frelon asiatique,44.964866666667,0.987994444444438,2017
Le Frelon asiatique,43.317216666667,3.4735333333333,2017
Le Frelon européen,44.826636111111,3.0855861111111,2017
Le Frelon asiatique,44.999197222222,1.0299222222222,2017
Le Frelon asiatique,43.724108333333,7.2740472222222,2017
Le Frelon asiatique,47.636466666667,-3.4382305555556,2017
Le Frelon européen,46.747308333333,5.1595194444444,2017
Le Frelon asiatique,48.213677777778,-1.6938972222222,2017
Le Frelon asiatique,48.212880555556,-1.6978277777778,2017
Le Frelon européen,46.081444444444,6.1017777777778,2017
Le Frelon européen,46.138380555556,6.1457222222222,2017
Le Frelon européen,47.314069444444,5.8743472222222,2017
Le Frelon asiatique,43.588108333333,3.8698777777778,2017
Le Frelon européen,46.257288888889,6.1035972222222,2017
Le Frelon asiatique,43.3646,-1.7704638888889,2017
Le Frelon européen,47.3089083333329,5.8920583333333,2017
Le Frelon européen,47.302788888889,-1.4973583333333,2017
Le Frelon européen,48.212383333333,-1.7016194444444,2017
Le Frelon européen,44.710694444444,4.6893,2017
Le Frelon européen,48.212077777778,-1.7009583333333,2017
Le Frelon asiatique,47.213487,-1.543419,2017
Le Frelon asiatique,47.213487,-1.543419,2017
Le Frelon asiatique,43.576041666667,3.8179527777778,2017
Le Frelon européen,43.576041666667,3.8179527777778,2017
Le Frelon européen,46.856927777778,5.2525388888889,2017
Le Frelon asiatique,43.584727777778,3.8296388888889,2017
Le Frelon asiatique,47.633488888889,-2.7847972222222,2017
Le Frelon asiatique,48.114408333333,-1.6673444444444,2017
Le Frelon asiatique,48.113997222222,-1.66685,2017
Le Frelon européen,44.711422222222,4.5675972222222,2017
Le Frelon européen,46.198527777778,5.2418972222222,2017
Le Frelon asiatique,48.183411111111,-1.6479833333333,2017
Le Frelon européen,44.998205555556,1.0204527777778,2017
Le Frelon asiatique,44.998205555556,1.0204527777778,2017
Le Frelon européen,43.549566666667,5.4509611111111,2017
Le Frelon européen,45.056213888889,4.5055944444444,2017
Le Frelon asiatique,48.183458333333,-1.6479472222222,2017
Le Frelon européen,48.248022222222,-1.6672611111111,2017
Le Frelon européen,44.058083333333,7.5866583333333,2017
Le Frelon asiatique,44.729361111111,4.5911944444444,2017
Le Frelon européen,44.714519444444,4.5412555555556,2017
Le Frelon asiatique,44.714519444444,4.5412555555556,2017
Le Frelon européen,48.214738888889,-1.7046388888889,2017
Le Frelon asiatique,48.775463888889,2.0894972222222,2017
Le Frelon européen,43.549341666667,5.4508166666667,2017
Le Frelon asiatique,44.736247222222,4.5951472222222,2017
Le Frelon asiatique,43.291613888889,5.8713972222222,2017
Le Frelon asiatique,43.312522222222,3.1358833333333,2017
Le Frelon européen,45.056213888889,4.5055944444444,2017
Le Frelon asiatique,47.595433333333,-3.1145305555556,2017
Le Frelon européen,45.378652777778,5.1590666666667,2017
Le Frelon européen,48.907336111111,2.0477888888889,2017
Le Frelon européen,44.673902777778,4.7118277777778,2017
Le Frelon européen,44.725936111111,4.5936305555556,2017
Le Frelon européen,48.860533333333,2.1006777777778,2017
Le Frelon asiatique,43.584555555556,3.8301555555556,2017
Le Frelon asiatique,43.584752777778,3.8295583333333,2017
Le Frelon asiatique,44.729275,4.5911972222222,2017
Le Frelon asiatique,43.364286111111,-1.7710222222222,2017
Le Frelon européen,43.118269444444,5.9055972222222,2017
Le Frelon européen,48.905894444444,2.1144527777778,2017
Le Frelon européen,48.631386111111,1.6859,2017
Le Frelon asiatique,48.870355555556,2.1043166666667,2017
Le Frelon asiatique,48.217886111111,-1.6976277777778,2017
Le Frelon asiatique,45.656244444444,0.980269444444438,2017
Le Frelon asiatique,48.868788888889,2.4796194444444,2017
Le Frelon européen,48.836383333333,2.1534333333333,2017
Le Frelon asiatique,44.732363888889,4.5966888888889,2017
Le Frelon européen,43.550608333333,5.4487527777778,2017
Le Frelon asiatique,48.8767,2.0964777777778,2017
Le Frelon asiatique,48.876708333333,2.0964944444444,2017
Le Frelon asiatique,43.267102777778,5.7814222222222,2017
Le Frelon asiatique,43.108669444444,5.9470722222222,2017
Le Frelon européen,49.191588888889,2.0754333333333,2017
Le Frelon asiatique,49.191588888889,2.0754333333333,2017
Le Frelon européen,44.620358333333,2.0457361111111,2017
Le Frelon européen,44.354755555556,2.055875,2017
Le Frelon asiatique,48.143230555556,-0.42036111111111,2017
Le Frelon européen,43.411094444444,6.7377305555556,2017
Le Frelon européen,43.550919444444,5.4492722222222,2017
Le Frelon asiatique,44.714558333333,4.5412,2017
Le Frelon européen,44.714558333333,4.5412,2017
Le Frelon asiatique,49.179025,2.2866638888889,2017
Le Frelon asiatique,43.633333333333,3.8566972222222,2016
Le Frelon asiatique,48.091397222222,-1.6840166666667,2016
Le Frelon européen,49.723058333333,2.5359166666667,2016
Le Frelon asiatique,48.114144444444,-1.6669611111111,2016
Le Frelon asiatique,43.580858333333,3.8177166666667,2016
Le Frelon européen,46.301636111111,-0.18150555555556,2016
Le Frelon européen,46.184491666667,5.3536472222222,2016
Le Frelon européen,47.478641666667,-2.1623583333333,2016
Le Frelon européen,47.298980555556,5.9169083333333,2016
Le Frelon asiatique,48.221194444444,-1.6955111111111,2016
Le Frelon européen,43.522077777778,3.8191666666667,2016
Le Frelon asiatique,45.001775,1.0249027777778,2016
Le Frelon asiatique,48.212133333333,-1.7015277777778,2016
Le Frelon européen,45.681869444444,0.303125,2016
Le Frelon européen,44.638444444444,4.6517805555556,2016
Le Frelon européen,48.221188888889,-1.6955,2016
Le Frelon européen,46.191091666667,5.3644611111111,2016
Le Frelon européen,44.999116666667,1.0292916666667,2016
Le Frelon asiatique,48.114183333333,-1.6669972222222,2016
Le Frelon asiatique,48.114244444444,-1.66675,2016
Le Frelon asiatique,48.114616666667,-1.6667777777778,2016
Le Frelon asiatique,44.999644444444,1.0289694444444,2016
Le Frelon européen,47.966911111111,-1.9258777777778,2016
Le Frelon européen,48.297761111111,-1.7229472222222,2016
Le Frelon asiatique,43.584697222222,3.8304083333333,2016
Le Frelon européen,48.211361111111,-1.7032083333333,2016
Le Frelon asiatique,48.312608333333,-1.7189833333333,2016
Le Frelon asiatique,43.477863888889,-1.5547777777778,2016
Le Frelon européen,45.002163888889,1.0244583333333,2016
Le Frelon européen,48.150205555556,-1.6787277777778,2016
Le Frelon européen,44.907772222222,0.969869444444438,2016
Le Frelon asiatique,44.644933333333,-1.1341,2016
Le Frelon européen,44.907947222222,0.968891666666671,2016
Le Frelon asiatique,48.218375,-1.7515,2016
Le Frelon asiatique,48.127094444444,-1.6700416666667,2016
Le Frelon asiatique,44.662408333333,-1.1505111111111,2016
Le Frelon asiatique,43.107419444444,5.9391305555556,2016
Le Frelon européen,48.860555555556,2.1005861111111,2016
Le Frelon asiatique,48.217936111111,-1.6932944444444,2016
Le Frelon asiatique,48.114130555556,-1.6669777777778,2016
Le Frelon européen,48.212927777778,-1.7010444444444,2016
Le Frelon européen,45.001816666667,1.0247805555556,2016
Le Frelon européen,48.211952777778,-1.7073083333333,2016
Le Frelon européen,48.392613888889,-1.1722472222222,2016
Le Frelon asiatique,48.874741666667,2.0924583333333,2016
Le Frelon asiatique,48.111672222222,-1.6504777777778,2016
Le Frelon asiatique,48.112733333333,-1.6502138888889,2016
Le Frelon européen,44.7114,4.5676,2016
Le Frelon européen,48.860502777778,2.1007194444444,2016
Le Frelon asiatique,44.615583333333,2.0446638888889,2016
Le Frelon européen,44.615583333333,2.0446638888889,2016
Le Frelon européen,44.616822222222,2.0450888888889,2016
Le Frelon asiatique,44.659166666667,-1.1727083333333,2016
Le Frelon asiatique,44.659166666667,-1.1727083333333,2016
Le Frelon européen,44.659166666667,-1.1727083333333,2016
Le Frelon européen,46.790794444444,5.1961638888889,2016
Le Frelon européen,46.191158333333,5.3642055555556,2016
Le Frelon asiatique,42.653994444444,2.388475,2016
Le Frelon européen,44.809283333333,-0.25266944444444,2016
Le Frelon asiatique,44.809283333333,-0.25266944444444,2016
Le Frelon asiatique,48.874725,2.092525,2016
Le Frelon asiatique,44.714547222222,4.5411944444444,2016
Le Frelon européen,48.860597222222,2.1004861111111,2016
Le Frelon européen,45.001888888889,1.0249833333333,2016
Le Frelon asiatique,48.868975,2.4796027777778,2016
Le Frelon asiatique,48.868975,2.4796027777778,2016
Le Frelon asiatique,48.480411111111,2.7185388888889,2016
Le Frelon européen,48.475908333333,2.6916166666667,2016
Le Frelon asiatique,47.582088888889,-2.7170583333333,2016
Le Frelon européen,43.397375,5.1349555555556,2016
Le Frelon européen,48.255391666667,-1.6669972222222,2016
Le Frelon européen,49.018580555556,1.8875888888889,2016
Le Frelon européen,43.942422222222,7.2702388888889,2016
Le Frelon asiatique,43.584752777778,3.8298416666667,2016
Le Frelon asiatique,43.584783333333,3.8296666666667,2016
Le Frelon asiatique,44.521755555556,1.9621111111111,2016
Le Frelon européen,44.521755555556,1.9621111111111,2016
Le Frelon européen,49.191580555556,2.0754333333333,2016
Le Frelon asiatique,44.507252777778,1.8945,2016
Le Frelon asiatique,48.874655555556,2.1010472222222,2016
Le Frelon asiatique,44.615063888889,2.0444833333333,2016
Le Frelon asiatique,44.907911111111,0.967558333333332,2016
Le Frelon européen,44.539180555556,1.9786305555556,2016
Le Frelon européen,44.62175,2.0450361111111,2016
Le Frelon asiatique,43.291291666667,5.8715472222222,2016
Le Frelon asiatique,45.053658333333,0.963691666666671,2016
Le Frelon asiatique,43.108672222222,5.9470527777778,2016
Le Frelon européen,44.936994444444,2.2107472222222,2016
Le Frelon asiatique,43.839877777778,4.3522416666667,2016
Le Frelon européen,45.056213888889,4.5055944444444,2016
Le Frelon asiatique,43.299283333333,-0.44191944444444,2015
Le Frelon asiatique,44.614997222222,2.0445055555556,2015
Le Frelon asiatique,45.001930555556,1.0245555555556,2015
Le Frelon asiatique,48.711675,2.2119805555556,2015
Le Frelon européen,43.299383333333,-0.44211111111111,2015
Le Frelon européen,43.29945,-0.44197777777778,2015
Le Frelon asiatique,43.29945,-0.44197777777778,2015
Le Frelon asiatique,45.001594444444,1.0247916666667,2015
Le Frelon européen,46.077922222222,6.0982138888889,2015
Le Frelon asiatique,43.299447222222,-0.44168333333333,2015
Le Frelon européen,43.299447222222,-0.44168333333333,2015
Le Frelon européen,43.941955555556,7.2698666666667,2015
Le Frelon européen,45.001772222222,1.0249055555556,2015
Le Frelon européen,46.186869444444,5.3600416666667,2015
Le Frelon asiatique,43.299425,-0.44204444444444,2015
Le Frelon européen,48.332163888889,-1.8335472222222,2015
Le Frelon asiatique,43.299327777778,-0.44178611111111,2015
Le Frelon européen,44.019661111111,4.4018666666667,2015
Le Frelon européen,43.941847222222,7.2699583333333,2015
Le Frelon asiatique,43.299016666667,-0.44178055555556,2015
Le Frelon asiatique,43.299330555556,-0.44173055555556,2015
Le Frelon asiatique,48.114633333333,-1.6667611111111,2015
Le Frelon européen,46.258486111111,5.6215777777778,2015
Le Frelon européen,43.291252777778,5.8714083333333,2015
Le Frelon asiatique,48.114616666667,-1.6671583333333,2015
Le Frelon européen,44.721033333333,4.6090472222222,2015
Le Frelon asiatique,43.138597222222,5.7696666666667,2015
Le Frelon asiatique,43.139066666667,5.7682166666667,2015
Le Frelon européen,44.549419444444,1.9358638888889,2015
Le Frelon européen,43.549566666667,5.4506416666667,2015
Le Frelon européen,48.532047222222,2.7547222222222,2015
Le Frelon européen,45.067486111111,4.788325,2015
Le Frelon européen,48.118258333333,-1.60295,2015
Le Frelon européen,44.878583333333,1.0978972222222,2015
Le Frelon européen,43.386836111111,5.1695555555556,2015
